code,company_name,gics_sector,gics_industry_group,market_cap_rank
VGL,VISTA GROUP INTERNATIONAL LIMITED,Information Technology,Software & Services,391
QOR,QORIA LIMITED,Information Technology,Software & Services,392
THL,TOURISM HOLDINGS RENTALS LIMITED,Industrials,Transportation,393
MPW,METAL POWDER WORKS LIMITED,Industrials,Capital Goods,394
SVL,SILVER MINES LIMITED,Materials,Materials,395
TTT,TITOMIC LIMITED,Materials,Materials,396
BLX,BEACON LIGHTING GROUP LIMITED,Consumer Discretionary,Consumer Discretionary Distribution & Retail,397
MEK,MEEKA METALS LIMITED,Materials,Materials,398
GTK,GENTRACK GROUP LIMITED,Information Technology,Software & Services,399
TOK,TOLU MINERALS LIMITED,Materials,Materials,400
HCW,HEALTHCO HEALTHCARE AND WELLNESS REIT,Real Estate,Equity Real Estate Investment Trusts (REITs),401
VMM,VIRIDIS MINING AND MINERALS LIMITED,Materials,Materials,402
PBH,POINTSBET HOLDINGS LIMITED,Consumer Discretionary,Consumer Services,403
BAP,BAPCOR LIMITED,Consumer Discretionary,Consumer Discretionary Distribution & Retail,404
DXC,DEXUS CONVENIENCE RETAIL REIT,Real Estate,Equity Real Estate Investment Trusts (REITs),405
HCH,HOT CHILI LIMITED,Materials,Materials,406
TYR,TYRO PAYMENTS LIMITED,Financials,Financial Services,407
BM1,BALLARD MINING LIMITED,Materials,Materials,408
SKT,SKY NETWORK TELEVISION LIMITED,Communication Services,Media & Entertainment,409
LGI,LGI LIMITED,Utilities,Utilities,410
ACL,AUSTRALIAN CLINICAL LABS LIMITED,Health Care,Health Care Equipment & Services,411
HZN,HORIZON OIL LIMITED,Energy,Energy,412
BRN,BRAINCHIP HOLDINGS LTD,Information Technology,Software & Services,413
HLS,HEALIUS LIMITED,Health Care,Health Care Equipment & Services,414
RMC,RESIMAC GROUP LTD,Financials,Financial Services,415
3DA,AMAERO LTD,Industrials,Capital Goods,416
PPS,PRAEMIUM LIMITED,Information Technology,Software & Services,417
KGN,KOGAN.COM LTD,Consumer Discretionary,Consumer Discretionary Distribution & Retail,418
TRE,TOUBANI RESOURCES LIMITED,Materials,Materials,419
HUM,HUMM GROUP LIMITED,Financials,Financial Services,420
AIH,ADVANCED INNERGY HOLDINGS LIMITED,Industrials,Capital Goods,421
BCN,BEACON MINERALS LIMITED,Materials,Materials,422
AX1,ACCENT GROUP LIMITED,Consumer Discretionary,Consumer Discretionary Distribution & Retail,423
SPZ,SMART PARKING LIMITED,Industrials,Commercial & Professional Services,424
NVA,NOVA MINERALS LIMITED,Materials,Materials,425
TGN,TUNGSTEN MINING NL,Materials,Materials,426
SST,STEAMSHIPS TRADING COMPANY LIMITED,Industrials,Capital Goods,427
AFP,AFT PHARMACEUTICALS LIMITED,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",428
POL,POLYMETALS RESOURCES LTD,Materials,Materials,429
PLA,PACIFIC LIME AND CEMENT LIMITED,Materials,Materials,430
GDI,GDI PROPERTY GROUP,Real Estate,Equity Real Estate Investment Trusts (REITs),431
MYG,MAYFIELD GROUP HOLDINGS LIMITED,Industrials,Capital Goods,432
DUG,DUG TECHNOLOGY LTD,Information Technology,Software & Services,433
GG8,GORILLA GOLD MINES LTD,Materials,Materials,434
APX,APPEN LIMITED,Information Technology,Software & Services,435
SPL,STARPHARMA HOLDINGS LIMITED,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",436
PAC,PACIFIC CURRENT GROUP LIMITED,Financials,Financial Services,437
STN,SATURN METALS LIMITED,Materials,Materials,438
RHI,RED HILL MINERALS LIMITED,Materials,Materials,439
MRT,MARITANA MINERALS LIMITED,Materials,Materials,440
AUE,AURUM RESOURCES LIMITED,Materials,Materials,441
AI1,ADISYN LTD,Information Technology,Software & Services,442
KP2,KORE POTASH PLC,Materials,Materials,443
MVF,MONASH IVF GROUP LIMITED,Health Care,Health Care Equipment & Services,444
TM1,TERRA METALS LIMITED,Energy,Energy,445
SVR,SOLVAR LIMITED,Financials,Financial Services,446
TBR,TRIBUNE RESOURCES LIMITED,Materials,Materials,447
FID,FIDUCIAN GROUP LIMITED,Financials,Financial Services,448
ALR,ALTAIR MINERALS LIMITED,Materials,Materials,449
AAR,ASTRAL RESOURCES NL,Materials,Materials,450
CAY,CANYON RESOURCES LIMITED,Materials,Materials,451
CYM,CYPRIUM METALS LIMITED,Materials,Materials,452
KOA,THE KOALA COMPANY LIMITED,Consumer Discretionary,Consumer Discretionary Distribution & Retail,453
ERM,EMMERSON RESOURCES LIMITED,Materials,Materials,454
AMA,AMA GROUP LIMITED,Industrials,Commercial & Professional Services,455
SS1,SUN SILVER LIMITED,Materials,Materials,456
GRX,GREENX METALS LIMITED,Materials,Materials,457
SXL,SOUTHERN CROSS MEDIA GROUP LIMITED,Communication Services,Media & Entertainment,458
TOR,TORQUE METALS LIMITED,Materials,Materials,459
BML,BOAB METALS LIMITED,Materials,Materials,460
BHM,BROKEN HILL MINES LIMITED,Materials,Materials,461
FEX,FENIX RESOURCES LTD,Materials,Materials,462
WWI,WEST WITS MINING LIMITED,Materials,Materials,463
MCM,MC MINING LIMITED,Energy,Energy,464
TTX,TETRATHERIX LIMITED,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",465
XRF,XRF SCIENTIFIC LIMITED,Industrials,Capital Goods,466
ACF,ACROW LIMITED,Industrials,Capital Goods,467
ORN,ORION MINERALS LTD,Materials,Materials,468
TGM,THETA GOLD MINES LIMITED,Materials,Materials,469
AEM,ADVANCED ENERGY MINERALS LTD,Materials,Materials,470
A11,ATLANTIC LITHIUM LIMITED,Materials,Materials,471
PSC,PROSPECT RESOURCES LIMITED,Materials,Materials,472
EXR,ELIXIR ENERGY LIMITED,Energy,Energy,473
SLS,SOLSTICE MINERALS LIMITED,Materials,Materials,474
EGH,EUREKA GROUP HOLDINGS LIMITED,Real Estate,Real Estate Management & Development,475
SFC,SCHAFFER CORPORATION LIMITED,Consumer Discretionary,Automobiles & Components,476
AR1,AUSTRAL RESOURCES AUSTRALIA LTD,Materials,Materials,477
KGL,KGL RESOURCES LIMITED,Materials,Materials,478
AS1,ASARA RESOURCES LIMITED,Materials,Materials,479
AQI,ALICANTO MINERALS LIMITED,Materials,Materials,480
CVC,CVC LIMITED,Financials,Financial Services,481
PGC,PARAGON CARE LIMITED,Health Care,Health Care Equipment & Services,482
BGD,BARTON GOLD HOLDINGS LIMITED,Materials,Materials,483
ACE,ACUSENSUS LIMITED,Information Technology,Software & Services,484
NTU,NORTHERN MINERALS LIMITED,Materials,Materials,485
EBR,EBR SYSTEMS INC,Health Care,Health Care Equipment & Services,486
HLO,HELLOWORLD TRAVEL LIMITED,Consumer Discretionary,Consumer Services,487
REP,RAM ESSENTIAL SERVICES PROPERTY FUND,Real Estate,Equity Real Estate Investment Trusts (REITs),488
CVN,CARNARVON ENERGY LIMITED,Energy,Energy,489
SYR,SYRAH RESOURCES LIMITED,Materials,Materials,490
ADH,ADAIRS LIMITED,Consumer Discretionary,Consumer Discretionary Distribution & Retail,491
GDF,GARDA PROPERTY GROUP,Real Estate,Equity Real Estate Investment Trusts (REITs),492
HAV,HAVILAH RESOURCES LIMITED,Materials,Materials,493
TTM,TITAN MINERALS LIMITED,Materials,Materials,494
CUP,COUNT LIMITED,Industrials,Commercial & Professional Services,495
RIV,RIVCO AUSTRALIA LTD,Utilities,Utilities,496
LAU,LINDSAY AUSTRALIA LIMITED,Industrials,Transportation,497
OCC,ORTHOCELL LIMITED,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",498
IMB,INTELLIGENT MONITORING GROUP LIMITED,Industrials,Commercial & Professional Services,499
BIS,BISALLOY STEEL GROUP LIMITED,Materials,Materials,500
CCV,CASH CONVERTERS INTERNATIONAL,Financials,Financial Services,501
LAM,LARAMIDE RESOURCES LTD,Energy,Energy,502
LOT,LOTUS RESOURCES LIMITED,Materials,Materials,503
SM1,SYNLAIT MILK LIMITED,Other,"Food, Beverage & Tobacco",504
DAI,DECIDR AI INDUSTRIES LTD,Other,"Food, Beverage & Tobacco",505
ARX,AROA BIOSURGERY LIMITED,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",506
6KA,"6K ADDITIVE, INC",Materials,Materials,507
LKE,LAKE RESOURCES N.L,Materials,Materials,508
BET,BETMAKERS TECHNOLOGY GROUP LTD,Consumer Discretionary,Consumer Services,509
CBE,COBRE LIMITED,Materials,Materials,510
FTI,FORTIFAI LTD,Communication Services,Media & Entertainment,511
FDR,FINDER ENERGY HOLDINGS LIMITED,Energy,Energy,512
ATR,ASTRON LIMITED,Materials,Materials,513
ARR,AMERICAN RARE EARTHS LIMITED,Materials,Materials,514
WRK,WRKR LTD,Information Technology,Software & Services,515
WTM,WARATAH MINERALS LIMITED,Materials,Materials,516
HRN,HORIZON GOLD LIMITED,Materials,Materials,517
SPD,SOUTHERN PALLADIUM LIMITED,Materials,Materials,518
OMH,OM HOLDINGS LIMITED,Materials,Materials,519
LED,LDR CAPITAL PROPERTY FUND,Real Estate,Equity Real Estate Investment Trusts (REITs),520
SKY,SKY METALS LIMITED,Materials,Materials,521
NVX,NOVONIX LIMITED,Information Technology,Technology Hardware & Equipment,522
WJL,WEBJET GROUP LIMITED,Consumer Discretionary,Consumer Services,523
BXN,BIOXYNE LIMITED,Consumer Staples,Household & Personal Products,524
VTM,VICTORY METALS LIMITED,Materials,Materials,525
GRR,GRANGE RESOURCES LIMITED,Materials,Materials,526
FRI,FINBAR GROUP LIMITED,Real Estate,Real Estate Management & Development,527
CAA,CAPRAL LIMITED,Materials,Materials,528
MYX,MAYNE PHARMA GROUP LIMITED,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",529
IKE,IKEGPS GROUP LIMITED,Information Technology,Technology Hardware & Equipment,530
KOV,KORVEST LTD,Industrials,Capital Goods,531
KPG,KELLY PARTNERS GROUP HOLDINGS LIMITED,Industrials,Commercial & Professional Services,532
ELT,ELEMENTOS LIMITED,Materials,Materials,533
WAT,WATERCO LIMITED,Consumer Discretionary,Consumer Durables & Apparel,534
TSO,TESORO GOLD LTD,Materials,Materials,535
AVH,AVITA MEDICAL INC,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",536
BKY,BERKELEY ENERGIA LIMITED,Energy,Energy,537
DLI,DELTA LITHIUM LIMITED,Materials,Materials,538
AGE,ALLIGATOR ENERGY LIMITED,Energy,Energy,539
PWR,PETER WARREN AUTOMOTIVE HOLDINGS LIMITED,Consumer Discretionary,Consumer Discretionary Distribution & Retail,540
PEN,PENINSULA ENERGY LIMITED,Energy,Energy,541
AD8,AUDINATE GROUP LIMITED,Information Technology,Technology Hardware & Equipment,542
EZL,EUROZ HARTLEYS GROUP LIMITED,Financials,Financial Services,543
BBT,BETR ENTERTAINMENT LIMITED,Consumer Discretionary,Consumer Services,544
G50,G50 CORP LIMITED,Materials,Materials,545
NZM,NZME LIMITED,Communication Services,Media & Entertainment,546
CVV,CARAVEL MINERALS LIMITED,Materials,Materials,547
BBN,BABY BUNTING GROUP LIMITED,Consumer Discretionary,Consumer Discretionary Distribution & Retail,548
JYC,JOYCE CORPORATION LTD,Consumer Discretionary,Consumer Discretionary Distribution & Retail,549
IVR,INVESTIGATOR SILVER LIMITED,Materials,Materials,550
EMV,EMVISION MEDICAL DEVICES LTD,Health Care,Health Care Equipment & Services,551
SSG,SHAVER SHOP GROUP LIMITED,Consumer Discretionary,Consumer Discretionary Distribution & Retail,552
CEH,COAST ENTERTAINMENT HOLDINGS LIMITED,Consumer Discretionary,Consumer Services,553
MTO,MOTORCYCLE HOLDINGS LIMITED,Consumer Discretionary,Consumer Discretionary Distribution & Retail,554
ENR,ENCOUNTER RESOURCES LIMITED,Materials,Materials,555
ATA,ATTURRA LIMITED,Information Technology,Software & Services,556
RDY,READYTECH HOLDINGS LIMITED,Information Technology,Software & Services,557
EWC,ENERGY WORLD CORPORATION LTD,Utilities,Utilities,558
RNU,RENASCOR RESOURCES LIMITED,Materials,Materials,559
GPR,GEOPACIFIC RESOURCES LTD,Materials,Materials,560
BBL,BRISBANE BRONCOS LIMITED,Communication Services,Media & Entertainment,561
VFY,VITRAFY LIFE SCIENCES LIMITED,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",562
FDV,FRONTIER DIGITAL VENTURES LIMITED,Communication Services,Media & Entertainment,563
FHE,FRONTIER ENERGY LIMITED,Materials,Materials,564
CY5,CYGNUS METALS LIMITED,Materials,Materials,565
CLV,CLOVER CORPORATION LIMITED,Materials,Materials,566
SKO,SERKO LIMITED,Information Technology,Software & Services,567
ETM,ENERGY TRANSITION MINERALS LTD,Materials,Materials,568
ACW,ACTINOGEN MEDICAL LIMITED,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",569
EML,EML PAYMENTS LIMITED,Financials,Financial Services,570
ARL,ARDEA RESOURCES LIMITED,Materials,Materials,571
CLX,CTI LOGISTICS LIMITED,Industrials,Transportation,572
VAL,VALIANT GOLD LIMITED,Materials,Materials,573
DEV,DEVEX RESOURCES LIMITED,Energy,Energy,574
KAU,KAISER REEF LIMITED,Materials,Materials,575
GML,GATEWAY MINING LIMITED,Materials,Materials,576
FWD,FLEETWOOD LIMITED,Consumer Discretionary,Consumer Durables & Apparel,577
QGL,QUANTUM GRAPHITE LIMITED,Materials,Materials,578
PEX,PEEL MINING LIMITED,Materials,Materials,579
HGO,HILLGROVE RESOURCES LIMITED,Materials,Materials,580
VVA,VIVA LEISURE LIMITED,Consumer Discretionary,Consumer Services,581
COI,COMET RIDGE LIMITED,Energy,Energy,582
CNB,CARNABY RESOURCES LIMITED,Materials,Materials,583
AEU,ATOMIC EAGLE LTD,Materials,Materials,584
ERD,EROAD LIMITED,Information Technology,Technology Hardware & Equipment,585
GL1,GLOBAL LITHIUM RESOURCES LIMITED,Materials,Materials,586
PLT,PLENTI GROUP LIMITED,Financials,Financial Services,587
PEB,PACIFIC EDGE LIMITED,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",588
TLG,TALGA GROUP LTD,Materials,Materials,589
ZEO,ZEOTECH LIMITED,Materials,Materials,590
PGL,PILBARA GOLD LIMITED,Materials,Materials,591
SDI,SDI LIMITED,Health Care,Health Care Equipment & Services,592
RML,RESOLUTION MINERALS LTD,Materials,Materials,593
SGI,STEALTH GROUP HOLDINGS LTD,Industrials,Capital Goods,594
FXG,FELIX GOLD LIMITED,Materials,Materials,595
FSA,FSA GROUP LIMITED,Financials,Financial Services,596
EGR,ECOGRAF LIMITED,Materials,Materials,597
BTI,BAILADOR TECHNOLOGY INVESTMENTS LIMITED,Financials,Financial Services,598
MEU,MARMOTA LIMITED,Energy,Energy,599
APW,AIMS PROPERTY SECURITIES FUND,Real Estate,Equity Real Estate Investment Trusts (REITs),600
EDE,EDEN INNOVATIONS LTD,Energy,Energy,601
ONE,ONEVIEW HEALTHCARE PLC,Health Care,Health Care Equipment & Services,602
NYR,NYRADA INC,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",603
RND,RAND MINING LIMITED,Materials,Materials,604
AEE,AURA ENERGY LIMITED,Energy,Energy,605
GBM,GBM RESOURCES LIMITED,Materials,Materials,606
RCE,RECCE PHARMACEUTICALS LTD,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",607
MHJ,MICHAEL HILL INTERNATIONAL LIMITED,Consumer Discretionary,Consumer Discretionary Distribution & Retail,608
GHM,GOLDEN HORSE MINERALS LIMITED,Materials,Materials,609
LDX,LUMOS DIAGNOSTICS HOLDINGS LIMITED,Health Care,Health Care Equipment & Services,610
BRL,BATHURST RESOURCES LIMITED,Materials,Materials,611
ALC,ALCIDION GROUP LIMITED,Health Care,Health Care Equipment & Services,612
SOM,SOMNOMED LIMITED,Health Care,Health Care Equipment & Services,613
TER,TERRACOM LIMITED,Energy,Energy,614
OFX,OFX GROUP LIMITED,Financials,Financial Services,615
VLS,VITA LIFE SCIENCES LIMITED,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",616
BCK,BROCKMAN MINING LIMITED,Materials,Materials,617
SEA,SEA FOREST LIMITED,Other,"Food, Beverage & Tobacco",618
EMP,EMPEROR ENERGY LIMITED,Energy,Energy,619
BRI,BIG RIVER INDUSTRIES LIMITED,Materials,Materials,620
AGY,ARGOSY MINERALS LIMITED,Materials,Materials,621
GEM,G8 EDUCATION LIMITED,Consumer Discretionary,Consumer Services,622
DXB,DIMERIX LIMITED,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",623
NOL,NOBLEOAK LIFE LIMITED,Financials,Insurance,624
SRZ,STELLAR RESOURCES LIMITED,Materials,Materials,625
AHC,AUSTCO HEALTHCARE LIMITED,Health Care,Health Care Equipment & Services,626
TKM,TREK METALS LIMITED,Materials,Materials,627
SLD,"SALUDA MEDICAL, INC",Health Care,Health Care Equipment & Services,628
GOW,GOWING BROS LIMITED,Financials,Financial Services,629
CXU,CAULDRON ENERGY LIMITED,Energy,Energy,630
AKM,ASPIRE MINING LIMITED,Materials,Materials,631
EL8,ELEVATE URANIUM LTD,Energy,Energy,632
SHJ,SHINE JUSTICE LTD,Consumer Discretionary,Consumer Services,633
CCR,CREDIT CLEAR LIMITED,Information Technology,Software & Services,634
SND,SAUNDERS INTERNATIONAL LIMITED,Industrials,Capital Goods,635
TWD,TAMAWOOD LIMITED,Consumer Discretionary,Consumer Durables & Apparel,636
AT4,AMERICAN TUNGSTEN & ANTIMONY LTD,Materials,Materials,637
GBR,GREAT BOULDER RESOURCES LIMITED,Materials,Materials,638
OIL,OPTISCAN IMAGING LIMITED,Health Care,Health Care Equipment & Services,639
BVR,BELLAVISTA RESOURCES LTD,Materials,Materials,640
CXL,CALIX LIMITED,Materials,Materials,641
PLY,PLAYSIDE STUDIOS LIMITED,Communication Services,Media & Entertainment,642
VNL,VINYL GROUP LTD,Information Technology,Software & Services,643
YOJ,YOJEE LIMITED,Information Technology,Software & Services,644
IOD,IODM LIMITED,Information Technology,Software & Services,645
MSV,MITCHELL SERVICES LIMITED,Materials,Materials,646
DGL,DGL GROUP LIMITED,Materials,Materials,647
ART,AIRTASKER LIMITED,Communication Services,Media & Entertainment,648
HAS,HASTINGS TECHNOLOGY METALS LTD,Materials,Materials,649
